90430451,779047
422622514,21831
312993382,811100
722476768,461752
464282398,914793
379128547,277142
563380455,504915
519976933,903771
665285325,333617
69245418,636584
678303176,294018
394576800,996321
251142537,986722
577540116,640921
387095945,86046
158862704,546720
327117123,305638
72880131,158125
564659407,652966
915467002,671044
890474923,871723
877915364,798664
137530331,628678
123827231,318528
64739656,374379
857252595,333411
73103340,380480
138763345,607107
625400295,603205
797419420,400614
249620309,760821
219053768,528889
360317157,958748
590607907,220636
822897030,688226
748643458,440419
780192894,427452
675207622,763206
720521836,755336
502330411,400101
252589039,658503
756569707,597392
391062921,85009
295812947,247348
586332593,466499
12671430,922375
354114198,330520
109968973,893910
115230540,732305
952400418,217374
492088398,250937
828279007,607515
560610016,780312
437786733,578059
321096063,285306
493114744,182133
233957090,850618
993642019,597405
119036837,784165
78589544,108736
385815315,932199
889543491,971127
473265475,354825
497045207,714889
467945095,915924
492145257,201828
29076054,592696
194795591,520418
518321018,134351
386497502,872161
867251563,373395
315738416,387548
744218365,261481
930071477,284271
214959585,921145
56959870,552848
596122196,352310
948095648,962864
558486170,291323
917591913,305470
523580700,716239
765921838,85369
487159060,236290
182661158,988073
694785859,543082
29981100,559575
958429283,197554
162537226,702837
488465535,446902
602163721,676648
24648613,790398
444528796,802231
105622685,463811
890979771,154909
319787947,652884
867576936,832891
792275502,264554
372772329,740988
952582008,556638
399438172,575807
673864519,398001
964225287,303643
888648061,767876
449283337,403929
850864323,119839
276482312,558984
663463881,765284
516726960,471258
211247122,76093
676808587,625841
36452333,846700
784654839,268621
152686944,201216
287485344,268493
650414779,919421
872836890,604214
656516769,830703
99412615,114802
186799101,234515
991823288,124886
165980624,889386
543758271,847811
930247515,359025
199862168,242856
25023683,820357
80681332,724716
744862949,566639
12436732,865873
393235041,463141
794103507,712442
400426411,216833
128539869,928067
35126360,343254
494790605,800830
326807835,597039
41647289,641089
907914328,727290
169915172,527620
165012901,737575
108964378,47746
49725840,493632
61099576,735198
160742051,509108
103043994,983432
390049116,79496
406116445,789187
797443934,105746
801619416,963965
584525112,785469
489459991,751334
161871902,126805
666076113,500100
928117614,60991
412773627,264931
546762750,42402
125215801,528954
727282975,841102
292356003,761063
750023457,386100
453858503,629905
62367823,634428
325957470,938562
940271305,126056
517384399,799719
997824879,717822
684085944,214744
618250995,448142
366707296,242759
491658988,71916
655084062,380525
