444972021,Falcons,New York
97366894,Falcons,New England
433383543,Patriots,New York
789623960,Panthers,New England
787175401,Raiders,Detroit
300195220,Redskins,Dallas
83869964,Rams,Denver
399928010,Patriots,Detroit
963539542,Cardinals,Indianapolis
118016829,Jets,New York
25331602,Patriots,Seattle
290392819,Cardinals,Minnesota
861781854,Cowboys,Oakland Raiders
892232054,Rams,Tennessee
928032331,49ers,Denver
907474470,Dolphins,Jacksonville
786158326,Steelers,Cincinnati
908819262,Jets,Atlanta
249363414,Browns,Chicago
245694432,Eagles,Houston
4405576,Broncos,Minnesota
351388667,Patriots,Cincinnati
507532945,Redskins,San Diego
537928817,Ravens,Tennessee
270658686,Redskins,Denver
470749916,Bills,Kansas
73400201,Patriots,New Orleans
901659745,49ers,Washington
376745607,Seahawks,Minnesota
978023599,Lions,Oakland Raiders
897842411,Eagles,Philadelphia
380723293,Panthers,Indianapolis
192776550,Browns,Kansas
926032275,Colts,Arizona
63793170,Broncos,New Orleans
979359332,Patriots,Arizona
825601076,Broncos,Philadelphia
737505245,Bengals,New York Jets
996873681,Buccaneers,Miami
827771476,Bills,Tennessee
137887352,Saints,Buffalo
647850422,Texans,Jacksonville
688899173,Dolphins,Jacksonville
712393816,Buccaneers,San Francisco
24747364,Browns,Pittsburgh
133097070,Saints,Philadelphia
242577670,Browns,Washington
665533436,Seahawks,San Diego
272493700,Bears,Buffalo
364625322,Bengals,Philadelphia
546050717,Panthers,Jacksonville
885773783,Giants,New England
267086607,Jaguars,Cleveland
189184925,Steelers,Seattle
805787037,Vikings,Baltimore
417598592,Browns,Seattle
643572239,Broncos,Tennessee
971005224,Bears,Denver
456953055,Cardinals,New York
471483559,Saints,Denver
957927739,Bills,Tennessee
345351484,Chargers,Arizona
205080550,Lions,Detroit
874776291,Colts,Cincinnati
987882120,Patriots,New York
419056908,Titans,New York
18358780,Chargers,New York
274813813,Buccaneers,Chicago
762276367,Falcons,New York
73759318,Bills,Buffalo
9852443,Redskins,San Francisco
996615475,Lions,Detroit
164161806,Eagles,Seattle
181600912,Chiefs,Minnesota
50352615,Rams,Tampa Bay
195790878,Raiders,New York Jets
84948781,Patriots,New York
902349725,Texans,Pittsburgh
692457277,Jets,Pittsburgh
